waktu,username,tweet,tweet_cleaned,tweet_tokenization
6/15/2022 12:40,PemkotaBogor,"Bogorian, ikuti Gerakan Bulan Deteksi Dini Penyakit Tidak Menular (PTM) mulai tanggal 15
Juni s.d 15 Juli 2022.

Yu… https://t.co/NbPXbL3ptF",bogorian  ikuti gerakan bulan deteksi dini penyakit tidak menular  ptm  mulai tanggal    juni s d    juli        yu  ,"['bogorian', 'ikuti', 'gerakan', 'bulan', 'deteksi', 'dini', 'penyakit', 'tidak', 'menular', 'ptm', 'mulai', 'tanggal', 'juni', 's', 'd', 'juli', 'yu', '']"
6/15/2022 12:37,LinaPurwati123,Baru kemarin bilang mau semangat ngelesinnya. Tapi tadi ngancel jadwal les karena rapotan dan nyampe rumah sore bgt… https://t.co/TCwPSfcZji,baru kemarin bilang mau semangat ngelesinnya  tapi tadi ngancel jadwal les karena rapotan dan nyampe rumah sore bgt  ,"['baru', 'kemarin', 'bilang', 'mau', 'semangat', 'ngelesinnya', 'tapi', 'tadi', 'ngancel', 'jadwal', 'les', 'karena', 'rapotan', 'dan', 'nyampe', 'rumah', 'sore', 'bgt', '']"
6/15/2022 12:04,RAdiumeffect,"Lucu yah saat pertamakali suka sama elu, beda kelas tapi satu ruang, ruang 9.3. Awal masuk lu belum ada bahkan gw b… https://t.co/vYAjVCXqJm",lucu yah saat pertamakali suka sama elu  beda kelas tapi satu ruang  ruang      awal masuk lu belum ada bahkan gw b  ,"['lucu', 'yah', 'saat', 'pertamakali', 'suka', 'sama', 'elu', 'beda', 'kelas', 'tapi', 'satu', 'ruang', 'ruang', 'awal', 'masuk', 'lu', 'belum', 'ada', 'bahkan', 'gw', 'b', '']"
6/15/2022 11:57,afriazi_,"@ian_ian1 @donnanovitaa Biarin aja, lembar PTM nya gua sobek2",  biarin aja  lembar ptm nya gua sobek ,"['', 'biarin', 'aja', 'lembar', 'ptm', 'nya', 'gua', 'sobek', '']"
6/15/2022 10:30,Tahir22498255,@musmanmalik @SAB_1972 @AsmatMallick Ppp;Anp;Bnp;JuiF;PTM;ke L tu shuru sy he ap logo ne moo m liye hoye thy ab in… https://t.co/WiC6Thowjt,  ppp anp bnp juif ptm ke l tu shuru sy he ap logo ne moo m liye hoye thy ab in  ,"['', 'ppp', 'anp', 'bnp', 'juif', 'ptm', 'ke', 'l', 'tu', 'shuru', 'sy', 'he', 'ap', 'logo', 'ne', 'moo', 'm', 'liye', 'hoye', 'thy', 'ab', 'in', '']"
6/15/2022 10:25,jnkkmoonbit,bhahahhaha udah ada edaran buat daftar KKN 🥲 semester depan mulai ptm dan langsung milih konsentrasi trus semester… https://t.co/yT1Gx5Vxnt,bhahahhaha udah ada edaran buat daftar kkn  smiling face with tear  semester depan mulai ptm dan langsung milih konsentrasi trus semester  ,"['bhahahhaha', 'udah', 'ada', 'edaran', 'buat', 'daftar', 'kkn', 'smiling', 'face', 'with', 'tear', 'semester', 'depan', 'mulai', 'ptm', 'dan', 'langsung', 'milih', 'konsentrasi', 'trus', 'semester', '']"
6/15/2022 10:18,bruhprojects,"@sbmptnfess yah gk ikut, tp lolos ptm (mandiri)", yah gk ikut  tp lolos ptm  mandiri ,"['', 'yah', 'gk', 'ikut', 'tp', 'lolos', 'ptm', 'mandiri', '']"
6/15/2022 9:43,strngrrrj,Suka since pertama ptm until now .,suka since pertama ptm until now  ,"['suka', 'since', 'pertama', 'ptm', 'until', 'now', '']"
6/15/2022 9:22,kec_batununggal,"Camat Batununggal (Drs. Tarya, M.AP) dan Lurah Maleer (Warsan, SE, MM) Monitoring PTM di SMPN 62 dan SDN 63 dirangk… https://t.co/OZkrMu8lLy",camat batununggal  drs  tarya  m ap  dan lurah maleer  warsan  se  mm  monitoring ptm di smpn    dan sdn    dirangk  ,"['camat', 'batununggal', 'drs', 'tarya', 'm', 'ap', 'dan', 'lurah', 'maleer', 'warsan', 'se', 'mm', 'monitoring', 'ptm', 'di', 'smpn', 'dan', 'sdn', 'dirangk', '']"
6/15/2022 9:13,Mymelodan,ptm ya vi un spoiler 😭😭😭😭,ptm ya vi un spoiler  loudly crying face  loudly crying face  loudly crying face  loudly crying face ,"['ptm', 'ya', 'vi', 'un', 'spoiler', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', '']"
6/15/2022 9:07,chiquitweet,"ptm, kiero sekso",ptm  kiero sekso,"['ptm', 'kiero', 'sekso']"
6/15/2022 8:51,Suarajelata1,Ketua PTM Puncak Bersama Pengurusnya Ungkap Kekecewaan dengan Pengurus PTMSI Kabupaten Sinjai https://t.co/g9Fw24squ2,ketua ptm puncak bersama pengurusnya ungkap kekecewaan dengan pengurus ptmsi kabupaten sinjai ,"['ketua', 'ptm', 'puncak', 'bersama', 'pengurusnya', 'ungkap', 'kekecewaan', 'dengan', 'pengurus', 'ptmsi', 'kabupaten', 'sinjai', '']"
6/15/2022 8:45,HIMAIKMUnand,"Riset Burden of Diseases, 2018 melaporkan bahwa penyebab kematian telah terjadi perubahan penyebab kematian dari ta… https://t.co/TSl5IruWsQ",riset burden of diseases       melaporkan bahwa penyebab kematian telah terjadi perubahan penyebab kematian dari ta  ,"['riset', 'burden', 'of', 'diseases', 'melaporkan', 'bahwa', 'penyebab', 'kematian', 'telah', 'terjadi', 'perubahan', 'penyebab', 'kematian', 'dari', 'ta', '']"
6/15/2022 8:45,HIMAIKMUnand,Tantangan kesehatan di Indonesia salah satunya adalah terkait dengan Penyakit Tidak Menular (PTM). Angka PTM sejak… https://t.co/65TVRncLKM,tantangan kesehatan di indonesia salah satunya adalah terkait dengan penyakit tidak menular  ptm   angka ptm sejak  ,"['tantangan', 'kesehatan', 'di', 'indonesia', 'salah', 'satunya', 'adalah', 'terkait', 'dengan', 'penyakit', 'tidak', 'menular', 'ptm', 'angka', 'ptm', 'sejak', '']"
6/15/2022 8:45,HIMAIKMUnand,"Saat ini Negara Indonesia sedang menghadapi triple burden / beban tiga kali lipat berbagai masalah penyakit : 
1. A… https://t.co/nVf0meZeA7",saat ini negara indonesia sedang menghadapi triple burden   beban tiga kali lipat berbagai masalah penyakit       a  ,"['saat', 'ini', 'negara', 'indonesia', 'sedang', 'menghadapi', 'triple', 'burden', 'beban', 'tiga', 'kali', 'lipat', 'berbagai', 'masalah', 'penyakit', 'a', '']"
6/15/2022 8:38,vanchalunataa,"ini hari kerja snd barenti napas ju ma andia ini makanan dong ju ktg liat kenyang kembali karena PTM 🥹
B yakin hari… https://t.co/sJNntONXLD",ini hari kerja snd barenti napas ju ma andia ini makanan dong ju ktg liat kenyang kembali karena ptm  face holding back tears  b yakin hari  ,"['ini', 'hari', 'kerja', 'snd', 'barenti', 'napas', 'ju', 'ma', 'andia', 'ini', 'makanan', 'dong', 'ju', 'ktg', 'liat', 'kenyang', 'kembali', 'karena', 'ptm', 'face', 'holding', 'back', 'tears', 'b', 'yakin', 'hari', '']"
6/15/2022 8:05,adityaarifb,"@urmyIights @collegemenfess Offline buat ptm, online buat ujian 👍",  offline buat ptm  online buat ujian  thumbs up ,"['', 'offline', 'buat', 'ptm', 'online', 'buat', 'ujian', 'thumbs', 'up', '']"
6/15/2022 8:03,koosaky,JAEHYUN EN MILAN PTM NO MAMEN,jaehyun en milan ptm no mamen,"['jaehyun', 'en', 'milan', 'ptm', 'no', 'mamen']"
6/15/2022 7:52,skywalk3r07,"ANAKIN POR FIN PTM!!!! 

#ObiWan",anakin por fin ptm    obiwan,"['anakin', 'por', 'fin', 'ptm', 'obiwan']"
6/15/2022 7:42,PolsekBukateja,Bripka Shabibul In'am Bhabinkamtibmas Desa Wirasaba mengikuti Sosialisasi Pembekalan dan Pelaksanaan Deteksi Dini F… https://t.co/NNcOrUjcLI,bripka shabibul in am bhabinkamtibmas desa wirasaba mengikuti sosialisasi pembekalan dan pelaksanaan deteksi dini f  ,"['bripka', 'shabibul', 'in', 'am', 'bhabinkamtibmas', 'desa', 'wirasaba', 'mengikuti', 'sosialisasi', 'pembekalan', 'dan', 'pelaksanaan', 'deteksi', 'dini', 'f', '']"
6/15/2022 7:37,AdilSyedz,@Noorullah_PTM Sub dalal hai koi b aisa nai karega jub tak tor get se ordr nai ata lakin ap logo ko b itna jaldi ba… https://t.co/rm4YR4saGE, sub dalal hai koi b aisa nai karega jub tak tor get se ordr nai ata lakin ap logo ko b itna jaldi ba  ,"['', 'sub', 'dalal', 'hai', 'koi', 'b', 'aisa', 'nai', 'karega', 'jub', 'tak', 'tor', 'get', 'se', 'ordr', 'nai', 'ata', 'lakin', 'ap', 'logo', 'ko', 'b', 'itna', 'jaldi', 'ba', '']"
6/15/2022 7:08,naveed24492132,@GaziAmirGujar is @OfficialDGISPR  KI Dhoom kahan pohancha diya asim saleem or a hero gen. asif ghafor ny. ik asif… https://t.co/8h1kuIaOLM, is  ki dhoom kahan pohancha diya asim saleem or a hero gen  asif ghafor ny  ik asif  ,"['', 'is', 'ki', 'dhoom', 'kahan', 'pohancha', 'diya', 'asim', 'saleem', 'or', 'a', 'hero', 'gen', 'asif', 'ghafor', 'ny', 'ik', 'asif', '']"
6/15/2022 6:35,onminho1209,"@brgsjks happen to me last week , ada PTM day at kindergarten and principal let us teachers duduk dekat kerusi buda… https://t.co/XAaztejGoO", happen to me last week   ada ptm day at kindergarten and principal let us teachers duduk dekat kerusi buda  ,"['', 'happen', 'to', 'me', 'last', 'week', 'ada', 'ptm', 'day', 'at', 'kindergarten', 'and', 'principal', 'let', 'us', 'teachers', 'duduk', 'dekat', 'kerusi', 'buda', '']"
6/15/2022 6:28,t0gopi,sakit2 badan PTM ye sejuk kemain dgn hypersecretion nyee tersedut2 hingus,sakit  badan ptm ye sejuk kemain dgn hypersecretion nyee tersedut  hingus,"['sakit', 'badan', 'ptm', 'ye', 'sejuk', 'kemain', 'dgn', 'hypersecretion', 'nyee', 'tersedut', 'hingus']"
6/15/2022 6:28,ForLou24,PTM SJWJUWI3 https://t.co/ZdYC9R8g26,ptm sjwjuwi  ,"['ptm', 'sjwjuwi', '']"
6/15/2022 5:56,fsmephie,PTM GWEN https://t.co/YpWx3GWVWI,ptm gwen ,"['ptm', 'gwen', '']"
6/15/2022 5:51,Chris_gr26,"ptm, not again",ptm  not again,"['ptm', 'not', 'again']"
6/15/2022 5:46,princes__UwU,Ptm que bonita estoy alv uwu https://t.co/T5aMKMQkEy,ptm que bonita estoy alv uwu ,"['ptm', 'que', 'bonita', 'estoy', 'alv', 'uwu', '']"
6/15/2022 5:29,LilJavs,Ni Dr Strange ptm 😪,ni dr strange ptm  sleepy face ,"['ni', 'dr', 'strange', 'ptm', 'sleepy', 'face', '']"
6/15/2022 5:28,soniadgrain,Kalo emang ada yg maunya kuliah reguler tapi sambil kerja ya sebenernya silahkan aja suka2 klean (apalagi PTM masih… https://t.co/OI4TxnAqed,kalo emang ada yg maunya kuliah reguler tapi sambil kerja ya sebenernya silahkan aja suka  klean  apalagi ptm masih  ,"['kalo', 'emang', 'ada', 'yg', 'maunya', 'kuliah', 'reguler', 'tapi', 'sambil', 'kerja', 'ya', 'sebenernya', 'silahkan', 'aja', 'suka', 'klean', 'apalagi', 'ptm', 'masih', '']"
6/15/2022 5:23,shanish26467039,"@SaleemKhanSafi Acha to ye kutta ptm Ka hai 
Theak", acha to ye kutta ptm ka hai  theak,"['', 'acha', 'to', 'ye', 'kutta', 'ptm', 'ka', 'hai', 'theak']"
6/15/2022 5:18,ditpsd_dikbud,Tahukah #SahabatSekolahDasar bahwa SKB 4 Menteri tentang Panduan Penyelenggaraan Pembelajaran di Masa Pandemi Covid… https://t.co/5iwnCaseiU,tahukah sahabatsekolahdasar bahwa skb   menteri tentang panduan penyelenggaraan pembelajaran di masa pandemi covid  ,"['tahukah', 'sahabatsekolahdasar', 'bahwa', 'skb', 'menteri', 'tentang', 'panduan', 'penyelenggaraan', 'pembelajaran', 'di', 'masa', 'pandemi', 'covid', '']"
6/15/2022 5:15,PunkStrawberryy,@internet_userr wacala* ptm, wacala  ptm,"['', 'wacala', 'ptm']"
6/15/2022 5:12,fxckedupdolly,@Yourchibipuppy JAJDJA KURI QUE PASA PTM, jajdja kuri que pasa ptm,"['', 'jajdja', 'kuri', 'que', 'pasa', 'ptm']"
6/15/2022 5:04,PKMCIJERAH,"DETEKSI PTM dan Vaksinasi Covid 19 di kelurahan Gempol Sari Kota Bandung
@PKMCIJERAH @Bandung_Dinkes… https://t.co/4JdeRU66jt",deteksi ptm dan vaksinasi covid    di kelurahan gempol sari kota bandung    ,"['deteksi', 'ptm', 'dan', 'vaksinasi', 'covid', 'di', 'kelurahan', 'gempol', 'sari', 'kota', 'bandung', '']"
6/15/2022 5:02,gotaxlunar,"Se me iba a salir una pendejada. Ptm, AKDHKWA.",se me iba a salir una pendejada  ptm  akdhkwa ,"['se', 'me', 'iba', 'a', 'salir', 'una', 'pendejada', 'ptm', 'akdhkwa', '']"
6/15/2022 4:50,Mafer_GC0,"Ptm, amo a lit killah",ptm  amo a lit killah,"['ptm', 'amo', 'a', 'lit', 'killah']"
6/15/2022 4:28,monroy_jpg,LISELI PTM,liseli ptm,"['liseli', 'ptm']"
6/15/2022 4:25,SheilaZulfiqar,@SaleemKhanSafi To kia ab PTM aur TTP ki eik demand hone ja tahi hay k FATA  ka KP se merger reverse karein? Assemb… https://t.co/USKZ0og1rP, to kia ab ptm aur ttp ki eik demand hone ja tahi hay k fata  ka kp se merger reverse karein  assemb  ,"['', 'to', 'kia', 'ab', 'ptm', 'aur', 'ttp', 'ki', 'eik', 'demand', 'hone', 'ja', 'tahi', 'hay', 'k', 'fata', 'ka', 'kp', 'se', 'merger', 'reverse', 'karein', 'assemb', '']"
6/15/2022 4:21,uptpkmpadasuka,Kegiatan Skrining Deteksi Dini Faktor Risiko Penyakit Tidak Menular (PTM) dan Kesehatan Jiwa oleh UPTD Puskesmas Pa… https://t.co/gQFYe0jvRn,kegiatan skrining deteksi dini faktor risiko penyakit tidak menular  ptm  dan kesehatan jiwa oleh uptd puskesmas pa  ,"['kegiatan', 'skrining', 'deteksi', 'dini', 'faktor', 'risiko', 'penyakit', 'tidak', 'menular', 'ptm', 'dan', 'kesehatan', 'jiwa', 'oleh', 'uptd', 'puskesmas', 'pa', '']"
6/15/2022 4:09,joolvss,NAKSKLSSLSLS PTM https://t.co/TaEmgPYrvN,naksklsslsls ptm ,"['naksklsslsls', 'ptm', '']"
6/15/2022 4:07,xkillmyrep,PTM KARLA PANINI 😤 https://t.co/V90K1kgUe6,ptm karla panini  face with steam from nose  ,"['ptm', 'karla', 'panini', 'face', 'with', 'steam', 'from', 'nose', '']"
6/15/2022 4:02,LT91HSX,"PTM JAKAKSHAKA
 https://t.co/FZUCLadZ9L",ptm jakakshaka  ,"['ptm', 'jakakshaka', '']"
6/15/2022 3:39,gxlilea_,ARROBA BTS PTM https://t.co/0PkUO0McsN,arroba bts ptm ,"['arroba', 'bts', 'ptm', '']"
6/15/2022 3:38,miindho,@hanjilsi ptm ternyata singkatan prens tatap muka jiss., ptm ternyata singkatan prens tatap muka jiss ,"['', 'ptm', 'ternyata', 'singkatan', 'prens', 'tatap', 'muka', 'jiss', '']"
6/15/2022 3:38,minayawa,@yaquevulva Ptm stup!!!, ptm stup ,"['', 'ptm', 'stup', '']"
6/15/2022 3:27,ZainUlAbdinReal,@MaleehaHashmey Jb nawaz sharif ptm sb siasat kar sakty hain to altaf hussain ka kia qasoor hai? Sirf yehi ky wo Muhajir hai???, jb nawaz sharif ptm sb siasat kar sakty hain to altaf hussain ka kia qasoor hai  sirf yehi ky wo muhajir hai ,"['', 'jb', 'nawaz', 'sharif', 'ptm', 'sb', 'siasat', 'kar', 'sakty', 'hain', 'to', 'altaf', 'hussain', 'ka', 'kia', 'qasoor', 'hai', 'sirf', 'yehi', 'ky', 'wo', 'muhajir', 'hai', '']"
6/15/2022 3:03,mujerdseokjin,JUNGKOOK PTM,jungkook ptm,"['jungkook', 'ptm']"
6/15/2022 2:59,YoonVlights,AYUDAAAAAAA JUNGKOOK PTM https://t.co/3wunI2HjSD,ayudaa jungkook ptm ,"['ayudaa', 'jungkook', 'ptm', '']"
6/15/2022 2:58,natt_bella,@casskeyla AKJAKJAKJ WEY AAAAAAAAAAA PTM, akjakjakj wey aa ptm,"['', 'akjakjakj', 'wey', 'aa', 'ptm']"
6/15/2022 2:57,nawacitadotco,Kemendikbudristek Tetap Dorong PTM 100 Persen Meskipun Ada Varian Omicron Baru https://t.co/56VbXZ58fp,kemendikbudristek tetap dorong ptm     persen meskipun ada varian omicron baru ,"['kemendikbudristek', 'tetap', 'dorong', 'ptm', 'persen', 'meskipun', 'ada', 'varian', 'omicron', 'baru', '']"
6/15/2022 2:57,nawacitamedia,Kemendikbudristek Tetap Dorong PTM 100 Persen Meskipun Ada Varian Omicron Baru https://t.co/5UjL9OIgMr,kemendikbudristek tetap dorong ptm     persen meskipun ada varian omicron baru ,"['kemendikbudristek', 'tetap', 'dorong', 'ptm', 'persen', 'meskipun', 'ada', 'varian', 'omicron', 'baru', '']"
6/15/2022 2:57,NAWACIT4,Kemendikbudristek Tetap Dorong PTM 100 Persen Meskipun Ada Varian Omicron Baru https://t.co/PvD57Dvb0D,kemendikbudristek tetap dorong ptm     persen meskipun ada varian omicron baru ,"['kemendikbudristek', 'tetap', 'dorong', 'ptm', 'persen', 'meskipun', 'ada', 'varian', 'omicron', 'baru', '']"
6/15/2022 2:48,unaleofeliz,jaskjiwjsjisjai ptm son bien picones,jaskjiwjsjisjai ptm son bien picones,"['jaskjiwjsjisjai', 'ptm', 'son', 'bien', 'picones']"
6/15/2022 2:42,minannli,RUN PTM!!!,run ptm ,"['run', 'ptm', '']"
6/15/2022 2:20,uwu_mariale,LOUIS PTM SAL YA,louis ptm sal ya,"['louis', 'ptm', 'sal', 'ya']"
6/15/2022 2:19,MonMayito,Sus besitoooosss ptm hoy fue un dia ajsdhiahqkaudkaha😻🤤🤤🤤🤤,sus besitooss ptm hoy fue un dia ajsdhiahqkaudkaha smiling cat with heart eyes  drooling face  drooling face  drooling face  drooling face ,"['sus', 'besitooss', 'ptm', 'hoy', 'fue', 'un', 'dia', 'ajsdhiahqkaudkaha', 'smiling', 'cat', 'with', 'heart', 'eyes', 'drooling', 'face', 'drooling', 'face', 'drooling', 'face', 'drooling', 'face', '']"
6/15/2022 2:04,radioboosfm,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Republik Indonesia:sebut pembelajaran tatap muka  dilakuka… https://t.co/5j24rzR882",kementerian pendidikan  kebudayaan  riset  dan teknologi republik indonesia sebut pembelajaran tatap muka  dilakuka  ,"['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'republik', 'indonesia', 'sebut', 'pembelajaran', 'tatap', 'muka', 'dilakuka', '']"
6/15/2022 1:52,fiothv,ME AHGOOOOJWKJWIW PTM SI https://t.co/oFnbmpsBFl,me ahgoojwkjwiw ptm si ,"['me', 'ahgoojwkjwiw', 'ptm', 'si', '']"
6/15/2022 1:46,GianeJR,Oeee ptm,oee ptm,"['oee', 'ptm']"
6/15/2022 1:43,danilvslhh,@sheperfnow JKAJAJAJAJJAHAJAKJA PTM 😭, jkajajajajjahajakja ptm  loudly crying face ,"['', 'jkajajajajjahajakja', 'ptm', 'loudly', 'crying', 'face', '']"
6/15/2022 1:17,Guty_er,@Darwinn99 Ptm mi Darwin, ptm mi darwin,"['', 'ptm', 'mi', 'darwin']"
6/15/2022 1:08,ivnnasa,@schfess Sekolahku si dadakan bgt nderr😭 pokoknya kalo ngasih info jadwal ptm kelas mana aja malemnya atau bahkan p… https://t.co/0CGOFHMspl, sekolahku si dadakan bgt nderr loudly crying face  pokoknya kalo ngasih info jadwal ptm kelas mana aja malemnya atau bahkan p  ,"['', 'sekolahku', 'si', 'dadakan', 'bgt', 'nderr', 'loudly', 'crying', 'face', 'pokoknya', 'kalo', 'ngasih', 'info', 'jadwal', 'ptm', 'kelas', 'mana', 'aja', 'malemnya', 'atau', 'bahkan', 'p', '']"
6/15/2022 1:06,livianoona,"@sbmptnfess nggak
awal masuk kuliah (ptm) pakai baju bebas, sopan, dan rapi
nah kalau awal masuk (pra ptm) alias os… https://t.co/IOnxLCSYtv", nggak awal masuk kuliah  ptm  pakai baju bebas  sopan  dan rapi nah kalau awal masuk  pra ptm  alias os  ,"['', 'nggak', 'awal', 'masuk', 'kuliah', 'ptm', 'pakai', 'baju', 'bebas', 'sopan', 'dan', 'rapi', 'nah', 'kalau', 'awal', 'masuk', 'pra', 'ptm', 'alias', 'os', '']"
6/15/2022 0:45,_rakyatmerdeka,"94 Persen Sekolah Sudah PTM Penuh

https://t.co/FFfuy9kEd5",   persen sekolah sudah ptm penuh  ,"['', 'persen', 'sekolah', 'sudah', 'ptm', 'penuh', '']"
6/15/2022 0:36,arnoldsuarezg,@debeserfranco ptm mi bb 🥹🥹🥹, ptm mi bb  face holding back tears  face holding back tears  face holding back tears ,"['', 'ptm', 'mi', 'bb', 'face', 'holding', 'back', 'tears', 'face', 'holding', 'back', 'tears', 'face', 'holding', 'back', 'tears', '']"
6/15/2022 0:17,Jhonione98,@OoCLibertadores KajajajajjakakakakajjakakJajakKkakjakjaja ptm, kajajajajjakakakakajjakakjajakkkakjakjaja ptm,"['', 'kajajajajjakakakakajjakakjajakkkakjakjaja', 'ptm']"
6/15/2022 0:00,rorainbow_,"@baesuzykw @yourvita_min @afrkml Dalam mengendalikan PTM pakai perilaku ""cerdik""
C ontrol kesehatan rutin
E nyahkan… https://t.co/4Kjjyu5jxf",  dalam mengendalikan ptm pakai perilaku  cerdik  c ontrol kesehatan rutin e nyahkan  ,"['', 'dalam', 'mengendalikan', 'ptm', 'pakai', 'perilaku', 'cerdik', 'c', 'ontrol', 'kesehatan', 'rutin', 'e', 'nyahkan', '']"
6/14/2022 23:45,Cisreader,@enyabooks @MarianaRxso JABZKBSKSBAKSBAKSKAKSAJSK ENYA PTM,  jabzkbsksbaksbakskaksajsk enya ptm,"['', 'jabzkbsksbaksbakskaksajsk', 'enya', 'ptm']"
6/14/2022 23:41,apasiyass,ptm day 111 mukaku disensor saja https://t.co/kUULWz6piE,ptm day    mukaku disensor saja ,"['ptm', 'day', 'mukaku', 'disensor', 'saja', '']"
6/14/2022 23:41,Kimnaeun122,Ptm or rebahan ?,ptm or rebahan  ,"['ptm', 'or', 'rebahan', '']"
6/14/2022 23:36,Chinixx18,@acuariana_delto Dale subilo helu la ptm, dale subilo helu la ptm,"['', 'dale', 'subilo', 'helu', 'la', 'ptm']"
6/14/2022 23:29,BellaIsmeliza,@kodachiiii Kemendikbudristek memberikan instruksi bagi sekolah-sekolah untuk menyiapkan tahun ajaran baru #PTM #psychography, kemendikbudristek memberikan instruksi bagi sekolah sekolah untuk menyiapkan tahun ajaran baru ptm psychography,"['', 'kemendikbudristek', 'memberikan', 'instruksi', 'bagi', 'sekolah', 'sekolah', 'untuk', 'menyiapkan', 'tahun', 'ajaran', 'baru', 'ptm', 'psychography']"
6/14/2022 23:29,fireworkID,"Ketika sekolah sudah PTM, terkesan meninggalkan begitu saja daring, padahal GC media tepat buat ngasi tugas, PR, te… https://t.co/g7RKN6yZEM",ketika sekolah sudah ptm  terkesan meninggalkan begitu saja daring  padahal gc media tepat buat ngasi tugas  pr  te  ,"['ketika', 'sekolah', 'sudah', 'ptm', 'terkesan', 'meninggalkan', 'begitu', 'saja', 'daring', 'padahal', 'gc', 'media', 'tepat', 'buat', 'ngasi', 'tugas', 'pr', 'te', '']"
6/14/2022 23:13,saturn_numb,@iqhakim @txtdrjkt Anjir perasaan PTM baru aja dimulai! Malah langsung tawuran,  anjir perasaan ptm baru aja dimulai  malah langsung tawuran,"['', 'anjir', 'perasaan', 'ptm', 'baru', 'aja', 'dimulai', 'malah', 'langsung', 'tawuran']"
6/14/2022 22:43,tp_ptm,PERO JIN-,pero jin ,"['pero', 'jin', '']"
6/14/2022 22:36,VPriharyadi,@iqhakim @txtdrjkt Sudah ptm lagi mah banyak yang tawuran gini mending daring lagi aja deh,  sudah ptm lagi mah banyak yang tawuran gini mending daring lagi aja deh,"['', 'sudah', 'ptm', 'lagi', 'mah', 'banyak', 'yang', 'tawuran', 'gini', 'mending', 'daring', 'lagi', 'aja', 'deh']"
6/14/2022 22:24,rbfairyurdoll,HAKDJAKSKA PTM NAT https://t.co/EMukpAswaC,hakdjakska ptm nat ,"['hakdjakska', 'ptm', 'nat', '']"
6/14/2022 21:46,markitosandia,@lab0luda PTM ERA EL 1 JAKSAJKSJA, ptm era el   jaksajksja,"['', 'ptm', 'era', 'el', 'jaksajksja']"
6/14/2022 20:59,amistarki,Me urge tener mi Mazda yaaaaaaa ptm,me urge tener mi mazda yaa ptm,"['me', 'urge', 'tener', 'mi', 'mazda', 'yaa', 'ptm']"
6/14/2022 20:37,Lmariav1,@RHCASTANEDA Ptm ya!, ptm ya ,"['', 'ptm', 'ya', '']"
6/14/2022 20:25,rnldxhrms,@canyoonbrave_ SE NE SALE LA CACA PTM ABBQJQHAHAHAHAGAGAGAA, se ne sale la caca ptm abbqjqhahahahagagagaa,"['', 'se', 'ne', 'sale', 'la', 'caca', 'ptm', 'abbqjqhahahahagagagaa']"
